county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.uss_16_rep_ken,vap_white.uss_16_dem_cam,vap_black.uss_16_rep_ken,vap_black.uss_16_dem_cam,vap_hisp.uss_16_rep_ken,vap_hisp.uss_16_dem_cam,vap_asian.uss_16_rep_ken,vap_asian.uss_16_dem_cam,vap_aian.uss_16_rep_ken,vap_aian.uss_16_dem_cam,vap_oth_b.uss_16_rep_ken,vap_oth_b.uss_16_dem_cam,vap_white.sos_18_rep_ard,vap_white.sos_18_dem_col,vap_black.sos_18_rep_ard,vap_black.sos_18_dem_col,vap_hisp.sos_18_rep_ard,vap_hisp.sos_18_dem_col,vap_asian.sos_18_rep_ard,vap_asian.sos_18_dem_col,vap_aian.sos_18_rep_ard,vap_aian.sos_18_dem_col,vap_oth_b.sos_18_rep_ard,vap_oth_b.sos_18_dem_col,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_white.pre_24_dem_har,vap_white.pre_24_rep_tru,vap_black.pre_24_dem_har,vap_black.pre_24_rep_tru,vap_hisp.pre_24_dem_har,vap_hisp.pre_24_rep_tru,vap_asian.pre_24_dem_har,vap_asian.pre_24_rep_tru,vap_aian.pre_24_dem_har,vap_aian.pre_24_rep_tru,vap_oth_b.pre_24_dem_har,vap_oth_b.pre_24_rep_tru
Acadia Parish,220010001-1,0.9771156444223892,0.02288435557761074,0.1384043798894495,0.8615956201105505,0.3245610962039193,0.6754389037960807,0.4770739252110067,0.5229260747889932,0.4871440777164715,0.5128559222835285,0.31165617961968994,0.6883438203803101,0.9165396520954284,0.08346034790457159,0.1903137840605771,0.8096862159394229,0.34821219298762107,0.6517878070123789,0.48121721940442486,0.5187827805955751,0.5247825204233483,0.4752174795766517,0.3595767005272579,0.6404232994727421,0.9909920775662108,0.00900792243378914,0.2425900364879373,0.7574099635120627,0.5716906457840166,0.4283093542159833,0.5187376152277492,0.4812623847722508,0.5288500671199176,0.4711499328800824,0.49057730282216094,0.5094226971778391,0.992932923399294,0.00706707660070591,0.1611586312667539,0.8388413687332461,0.4777733916497067,0.5222266083502932,0.4877002910458356,0.5122997089541644,0.4956726725764679,0.5043273274235321,0.36493084148679855,0.6350691585132014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-2,0.9674542845224502,0.03254571547754986,0.06919209465240132,0.9308079053475988,0.380367730278362,0.619632269721638,0.48121894340272114,0.5187810565972789,0.48967852348110896,0.510321476518891,0.32618777129293614,0.6738122287070638,0.9617905188774212,0.03820948112257872,0.2860847868174741,0.7139152131825259,0.3748782586159232,0.6251217413840768,0.478046976039404,0.521953023960596,0.5293556142020704,0.4706443857979295,0.3868419962673812,0.6131580037326188,0.969529711833824,0.03047028816617588,0.1490532737383314,0.8509467262616686,0.4956587251304797,0.5043412748695203,0.5183832199710213,0.4816167800289786,0.5321903567388845,0.4678096432611156,0.4470235767882108,0.5529764232117892,0.9667147276108904,0.03328527238910975,0.07246680249239587,0.927533197507604,0.43868478274280887,0.5613152172571911,0.4810684732759436,0.5189315267240564,0.5040712455043962,0.49592875449560386,0.3379466441058662,0.6620533558941338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-3,0.9853653995951616,0.01463460040483858,0.2871498889188718,0.7128501110811282,0.4022456459199246,0.5977543540800754,0.495500957237851,0.5044990427621491,0.4925093562303919,0.5074906437696082,0.37337333213069673,0.6266266678693032,0.967957276406801,0.03204272359319907,0.26630120882093794,0.733698791179062,0.37044609238927423,0.6295539076107258,0.487897490354172,0.512102509645828,0.5255969679780448,0.4744030320219552,0.3816407393517721,0.6183592606482279,0.9763736238086348,0.02362637619136534,0.27155874922058604,0.728441250779414,0.49778695064156614,0.5022130493584338,0.5278430969104301,0.4721569030895698,0.5244762367026115,0.4755237632973886,0.4602685257239162,0.5397314742760838,0.986173304700382,0.01382669529961795,0.17304694706043064,0.8269530529395693,0.47445155049639864,0.5255484495036014,0.4955029428252323,0.5044970571747678,0.4983129085449651,0.5016870914550349,0.38662492488398775,0.6133750751160122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-4,0.9856822884976578,0.01431771150234214,0.09355700877915477,0.9064429912208452,0.390040927476979,0.609959072523021,0.4860791649637698,0.5139208350362302,0.4884267068543417,0.5115732931456582,0.3571218664300555,0.6428781335699445,0.9725597863793544,0.02744021362064557,0.2486773187469515,0.7513226812530485,0.366646781626061,0.633353218373939,0.48189085062339376,0.5181091493766062,0.5174099925887113,0.4825900074112886,0.3775498106433483,0.6224501893566516,0.9853537308633302,0.01464626913666971,0.5791086786538723,0.4208913213461277,0.499013058147161,0.500986941852839,0.5208427619849378,0.47915723801506216,0.5303765191940204,0.46962348080597965,0.44771574622360744,0.5522842537763926,0.985712118051151,0.01428788194884897,0.07954797596517264,0.9204520240348274,0.46155048428591616,0.5384495157140838,0.4865628042162547,0.5134371957837452,0.5005333929089072,0.4994666070910928,0.3598979285219176,0.6401020714780824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-5,0.8620076328501448,0.13799236714985522,0.09743937944200032,0.9025606205579996,0.3823165177082742,0.6176834822917259,0.4834278043735109,0.5165721956264889,0.48168778231445264,0.5183122176855474,0.34028038089419604,0.6597196191058038,0.7834303143552772,0.21656968564472276,0.12304026787758895,0.8769597321224111,0.3502290227060411,0.6497709772939588,0.47968717870281663,0.5203128212971834,0.5296740812021986,0.47032591879780145,0.35529009475529943,0.6447099052447003,0.8047622934357973,0.19523770656420267,0.09929571813770416,0.9007042818622959,0.4836516915713295,0.5163483084286705,0.5151913862787657,0.4848086137212343,0.528219333455416,0.471780666544584,0.4241101435833105,0.5758898564166895,0.828398136756298,0.17160186324370194,0.08886242272575132,0.9111375772742488,0.4484091502456944,0.5515908497543056,0.4844253489611199,0.5155746510388801,0.4984527670458028,0.5015472329541971,0.347489540838262,0.6525104591617378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-6,0.45065930199009313,0.549340698009907,0.019168088900892,0.980831911099108,0.3532410535270561,0.646758946472944,0.4764377330508227,0.5235622669491772,0.4785735897997832,0.52142641020021685,0.312516973062498,0.6874830269375021,0.8522126330909598,0.14778736690904032,0.03471118976974285,0.9652888102302573,0.3472506122621776,0.6527493877378223,0.4757932486075365,0.5242067513924634,0.5161928469557925,0.4838071530442075,0.3550173921592734,0.6449826078407266,0.8955528185101476,0.1044471814898526,0.03442750933159187,0.965572490668408,0.4850497679248857,0.5149502320751143,0.5194043366985649,0.4805956633014351,0.5330064013584563,0.4669935986415436,0.4332156306280593,0.5667843693719407,0.5216250713871051,0.47837492861289505,0.02082275769070556,0.9791772423092944,0.4247399731328154,0.5752600268671846,0.4782989638364592,0.5217010361635408,0.49630476223307074,0.5036952377669293,0.3212457527835012,0.6787542472164988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-8,0.9830648687528556,0.01693513124714446,0.10454504088216687,0.8954549591178331,0.4069996195510483,0.5930003804489516,0.48232210870662634,0.5176778912933736,0.4934798449376843,0.5065201550623156,0.35773354051240047,0.6422664594875995,0.9637681844320845,0.03623181556791563,0.2989549390224074,0.7010450609775927,0.38373875602106833,0.6162612439789317,0.4807599425339175,0.5192400574660825,0.5301346132576614,0.46986538674233863,0.38904011882432504,0.6109598811756749,0.9596254046288338,0.0403745953711662,0.17134530605551992,0.8286546939444801,0.5029839817570912,0.4970160182429087,0.5191710981844997,0.4808289018155003,0.5290034523573168,0.4709965476426831,0.4459447900216638,0.5540552099783362,0.982137772428256,0.0178622275717439,0.15343645864712424,0.8465635413528757,0.4824176839609931,0.5175823160390068,0.4811499726623025,0.5188500273376975,0.5140264299546125,0.4859735700453875,0.3776088113704505,0.6223911886295496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010001-9,0.9924733762484458,0.0075266237515542,0.1435675782010381,0.8564324217989618,0.39698267502040024,0.6030173249795998,0.4795866690745925,0.5204133309254075,0.4932700127636872,0.5067299872363128,0.36326097296746707,0.6367390270325329,0.9698100179278776,0.03018998207212253,0.18990615388179816,0.8100938461182018,0.3607050182556825,0.6392949817443174,0.4826468659623286,0.5173531340376714,0.5253074449584001,0.47469255504159985,0.3609054400686671,0.6390945599313327,0.9708633451251468,0.02913665487485305,0.14664401360581122,0.8533559863941887,0.4925889775136356,0.5074110224863644,0.5216509433418686,0.4783490566581314,0.5301041746696208,0.4698958253303792,0.42784609873622736,0.5721539012637724,0.9906748893092264,0.00932511069077362,0.12278154404753,0.8772184559524699,0.4536919053534091,0.5463080946465909,0.4860503999263865,0.5139496000736135,0.5071109157242543,0.49288908427574574,0.35055384759372743,0.6494461524062726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010002-1,0.9713679443934335,0.02863205560656638,0.12701458825872913,0.8729854117412709,0.35574169081012225,0.6442583091898778,0.48023091152616226,0.5197690884738377,0.4935811322941007,0.5064188677058995,0.3300232594578909,0.6699767405421091,0.9214403137170012,0.07855968628299881,0.1902288842418031,0.8097711157581969,0.3562169143235143,0.6437830856764857,0.4824033733208718,0.5175966266791282,0.5283025477691944,0.47169745223080584,0.35981477161661357,0.6401852283833864,0.9788735244647416,0.02112647553525837,0.15426526988240816,0.8457347301175918,0.48345963425244554,0.5165403657475545,0.5208099499938427,0.4791900500061573,0.5304295794438462,0.46957042055615406,0.434627957833256,0.5653720421667441,0.9956482775814876,0.00435172241851248,0.30746830515151197,0.6925316948484881,0.533007603646797,0.46699239635320294,0.4938144665848831,0.5061855334151169,0.5081406446184593,0.4918593553815409,0.4134637207894273,0.5865362792105727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010002-2,0.9854517329104878,0.01454826708951216,0.13989286502376275,0.8601071349762373,0.35330789477109453,0.6466921052289055,0.4788349565621096,0.5211650434378904,0.4804493344620123,0.5195506655379877,0.3137668730182873,0.6862331269817127,0.9386906411257296,0.0613093588742705,0.20492618663044868,0.7950738133695513,0.35505817365185477,0.6449418263481452,0.47858444128910066,0.5214155587108994,0.5215116336038811,0.47848836639611886,0.3630179314825511,0.6369820685174489,0.9900666371558547,0.00993336284414518,0.18288860144708316,0.8171113985529168,0.5103838828916532,0.4896161171083469,0.5219614173743387,0.47803858262566135,0.5352625953877842,0.46473740461221574,0.4428613929630064,0.5571386070369936,0.995357747411342,0.00464225258865785,0.16854900553043403,0.8314509944695659,0.4455837187969898,0.5544162812030102,0.4816156841253624,0.5183843158746376,0.4990659430003814,0.5009340569996187,0.359823702663641,0.6401762973363591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010002-3,0.9931226736594144,0.0068773263405854,0.21381699922317027,0.7861830007768297,0.4676056161517357,0.5323943838482643,0.4915659107703663,0.5084340892296337,0.5024044844282338,0.497595515571766,0.3895112379279584,0.6104887620720416,0.978504306994336,0.02149569300566405,0.22792070899847655,0.7720792910015234,0.39313542429246495,0.606864575707535,0.48282384940386047,0.5171761505961395,0.534532503386045,0.4654674966139548,0.3862002226075786,0.6137997773924214,0.9867087289715316,0.01329127102846826,0.2757828036991314,0.7242171963008687,0.5514633331566939,0.44853666684330606,0.5137874542095475,0.4862125457904525,0.5298695162998285,0.47013048370017146,0.46945245953350145,0.5305475404664985,0.9941943513223314,0.00580564867766866,0.21667243142797687,0.7833275685720231,0.5298349838519871,0.4701650161480129,0.48479838078337223,0.5152016192166278,0.5130141204635843,0.48698587953641576,0.3942562165362121,0.6057437834637879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010002-5,0.9834870450235944,0.01651295497640574,0.1442298784056592,0.8557701215943407,0.34228649694494095,0.657713503055059,0.46684703650158,0.5331529634984198,0.48320246260080674,0.5167975373991932,0.3304243314838648,0.6695756685161353,0.9418335426416102,0.05816645735838977,0.19848497729541772,0.8015150227045823,0.3448040455041706,0.6551959544958295,0.471603958855581,0.5283960411444187,0.5195732656097419,0.480426734390258,0.363824182601333,0.636175817398667,0.9919676496839268,0.00803235031607312,0.2144327050607507,0.7855672949392493,0.5555268730235732,0.4444731269764268,0.5409168600096408,0.4590831399903592,0.5328010198445964,0.4671989801554036,0.4728029578136306,0.5271970421863694,0.9644756303575712,0.03552436964242874,0.14920544606474073,0.8507945539352593,0.4086199428377982,0.5913800571622019,0.468490337245014,0.5315096627549858,0.49949366856383537,0.5005063314361646,0.34113279414162323,0.6588672058583768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadia Parish,220010003-1,0.9750485269294228,0.0249514730705773,0.47300617990353305,0.5269938200964669,0.4133875242134258,0.5866124757865743,0.48895031554288726,0.5110496844571127,0.49123227002892106,0.5087677299710789,0.3740142767497841,0.625985723250216,0.9512057778609726,0.0487942221390274,0.41372738767144,0.5862726123285601,0.38170256321781537,0.6182974367821846,0.481855130893929,0.5181448691060709,0.5289345740795699,0.4710654259204301,0.4066249478526027,0.5933750521473973,0.950914994309576,0.04908500569042411,0.2422225090113996,0.7577774909886004,0.5191519967902507,0.4808480032097493,0.5234400311610372,0.4765599688389629,0.5293743892916477,0.4706256107083523,0.4700977923082755,0.5299022076917245,0.9718021310975344,0.02819786890246546,0.4626788938851519,0.5373211061148481,0.4723173155242435,0.5276826844757565,0.484487353563005,0.515512646436995,0.4997293013762836,0.5002706986237164,0.3862354736095736,0.6137645263904264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
