county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.uss_18_rep_wic,vap_white.uss_18_dem_bar,vap_black.uss_18_rep_wic,vap_black.uss_18_dem_bar,vap_hisp.uss_18_rep_wic,vap_hisp.uss_18_dem_bar,vap_asian.uss_18_rep_wic,vap_asian.uss_18_dem_bar,vap_aian.uss_18_rep_wic,vap_aian.uss_18_dem_bar,vap_oth_b.uss_18_rep_wic,vap_oth_b.uss_18_dem_bar,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_white.uss_20_rep_hyd,vap_white.uss_20_dem_esp,vap_black.uss_20_rep_hyd,vap_black.uss_20_dem_esp,vap_hisp.uss_20_rep_hyd,vap_hisp.uss_20_dem_esp,vap_asian.uss_20_rep_hyd,vap_asian.uss_20_dem_esp,vap_aian.uss_20_rep_hyd,vap_aian.uss_20_dem_esp,vap_oth_b.uss_20_rep_hyd,vap_oth_b.uss_20_dem_esp,vap_white.pre_24_dem_har,vap_white.pre_24_rep_tru,vap_black.pre_24_dem_har,vap_black.pre_24_rep_tru,vap_hisp.pre_24_dem_har,vap_hisp.pre_24_rep_tru,vap_asian.pre_24_dem_har,vap_asian.pre_24_rep_tru,vap_aian.pre_24_dem_har,vap_aian.pre_24_rep_tru,vap_oth_b.pre_24_dem_har,vap_oth_b.pre_24_rep_tru
Adams County,28001000101,0.8638587355327498,0.1361412644672501,0.09946832741496874,0.9005316725850313,0.6255657712446863,0.37443422875531374,0.5281492648419346,0.47185073515806536,0.48650541520367113,0.5134945847963288,0.4016061842999547,0.5983938157000454,0.8766343428020612,0.1233656571979388,0.06267109384718789,0.937328906152812,0.5765014433841555,0.4234985566158444,0.5131625164888198,0.4868374835111801,0.5175248641682302,0.4824751358317698,0.4144113395867586,0.5855886604132414,0.8525056507316949,0.1474943492683051,0.04785331133657965,0.9521466886634204,0.6158528792268172,0.3841471207731827,0.5150784798135891,0.4849215201864109,0.5088724490720387,0.4911275509279613,0.4425010426021315,0.5574989573978685,0.8229531775786753,0.17704682242132477,0.05491613478700726,0.9450838652129928,0.5724771085710642,0.42752289142893585,0.475289440585102,0.524710559414898,0.4950475240313748,0.5049524759686251,0.34741180618128575,0.6525881938187142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000102,0.9117735932093564,0.08822640679064359,0.03634647932183162,0.9636535206781685,0.6288566986387354,0.3711433013612646,0.5230536852884909,0.476946314711509,0.484540475903329,0.5154595240966711,0.4052319399865489,0.5947680600134512,0.9382567271499,0.06174327285009995,0.01403960616882297,0.985960393831177,0.5837386671002496,0.4162613328997505,0.508075994903863,0.491924005096137,0.5104156361932382,0.4895843638067618,0.42459808299635526,0.5754019170036447,0.9377126754880654,0.06228732451193458,0.0329121689493224,0.9670878310506776,0.6366383681672253,0.3633616318327747,0.5208970922821035,0.4791029077178965,0.5109153867987797,0.4890846132012204,0.4667067734783974,0.5332932265216026,0.9259131317369876,0.07408686826301235,0.01979743737431651,0.9802025626256836,0.5695235623094497,0.43047643769055033,0.4713054511275721,0.5286945488724278,0.4929762323170244,0.5070237676829756,0.35493351853766314,0.6450664814623369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000103,0.9578136183095683,0.04218638169043166,0.24808748533257555,0.7519125146674245,0.6437976868557594,0.35620231314424056,0.541602169595515,0.458397830404485,0.4947013365143877,0.5052986634856124,0.424941437550414,0.575058562449586,0.9695625178929016,0.03043748210709854,0.1564743090784787,0.8435256909215213,0.6101887918983887,0.3898112081016111,0.5350984887777936,0.4649015112222063,0.5202410024887346,0.47975899751126544,0.4584446357769692,0.5415553642230309,0.9799584273137938,0.02004157268620626,0.0316982521710566,0.9683017478289434,0.6364863647995634,0.3635136352004363,0.5328139476375297,0.4671860523624703,0.5057957689083127,0.4942042310916874,0.4611834736287836,0.5388165263712164,0.9482929948605828,0.0517070051394173,0.04162566707398064,0.9583743329260194,0.5631179894511396,0.4368820105488603,0.468697132029037,0.5313028679709629,0.4953812327533416,0.5046187672466584,0.3492467961957756,0.6507532038042244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000201,0.9651740877118048,0.03482591228819506,0.3476044237175427,0.6523955762824574,0.6480724102118619,0.3519275897881381,0.5315384261490745,0.4684615738509254,0.48475673508236294,0.5152432649176371,0.4314928721577823,0.5685071278422177,0.9711847458384052,0.02881525416159493,0.2106352376920308,0.7893647623079691,0.6146309563395324,0.3853690436604677,0.5235604498217052,0.4764395501782948,0.5150691048981728,0.4849308951018272,0.45895567756794914,0.5410443224320509,0.9832741004125308,0.01672589958746928,0.05807115216989543,0.9419288478301046,0.6477274319762047,0.3522725680237953,0.5159816448539398,0.4840183551460602,0.5053571739319406,0.49464282606805937,0.488204915210436,0.511795084789564,0.9651726249861924,0.03482737501380775,0.05466934729464615,0.945330652705354,0.5867001737466405,0.4132998262533595,0.4753747288465384,0.5246252711534616,0.49978322526509306,0.5002167747349069,0.3545690963303085,0.6454309036696915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000202,0.9237717241213862,0.0762282758786138,0.16800583911836564,0.8319941608816344,0.6465017082717163,0.3534982917282837,0.5249878886498454,0.4750121113501547,0.4846836032681606,0.5153163967318394,0.4265306328041487,0.5734693671958511,0.9601869687429452,0.03981303125705492,0.11500075978070094,0.8849992402192991,0.610871831917495,0.38912816808250505,0.5196430815588969,0.4803569184411029,0.5226177581272765,0.4773822418727235,0.4546349329896659,0.5453650670103339,0.9776115023622288,0.02238849763777128,0.03310933287821561,0.9668906671217844,0.6477794754213818,0.35222052457861824,0.5258638251697333,0.4741361748302664,0.5097855315908936,0.4902144684091064,0.4731818092474079,0.5268181907525922,0.9400654135166469,0.05993458648335324,0.03179752825188832,0.9682024717481116,0.5728870824835586,0.4271129175164415,0.478280429853222,0.52171957014677806,0.49513935801276,0.50486064198724,0.3497186609660988,0.650281339033901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000203,0.9533358571303608,0.0466641428696394,0.11613808390845652,0.8838619160915435,0.6441072070438112,0.3558927929561888,0.5295334515372379,0.4704665484627621,0.48645446221258326,0.5135455377874167,0.45475498830525257,0.5452450116947474,0.9677269963642212,0.03227300363577917,0.10936875788842168,0.8906312421115783,0.5985892787273053,0.4014107212726948,0.5215818657056912,0.47841813429430874,0.5218431165702081,0.4781568834297919,0.47058647101230433,0.5294135289876957,0.9835779349482564,0.01642206505174396,0.04436666275506569,0.9556333372449344,0.6409167812350344,0.35908321876496563,0.5231499166401211,0.4768500833598789,0.5177407310897778,0.4822592689102222,0.490273916137854,0.509726083862146,0.954095714254054,0.04590428574594624,0.05031389401201656,0.9496861059879834,0.5822886718273554,0.41771132817264456,0.47914229088964816,0.5208577091103518,0.4941908055488156,0.5058091944511843,0.3554555904542489,0.6445444095457511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000204,0.9805960644659092,0.0194039355340908,0.10348149314754929,0.8965185068524507,0.6392533017137005,0.36074669828629946,0.5284778912751323,0.47152210872486766,0.4896712022530031,0.5103287977469969,0.41946384970921574,0.5805361502907843,0.9800600121630032,0.01993998783699671,0.06465761882988286,0.9353423811701173,0.5924607732721399,0.4075392267278602,0.5204364165402721,0.479563583459728,0.5165214594380347,0.48347854056196526,0.4243945048953582,0.5756054951046418,0.9877341689154178,0.01226583108458224,0.05074817939907053,0.9492518206009296,0.6344614182649809,0.3655385817350191,0.5167236029240594,0.4832763970759406,0.5000381335758776,0.4999618664241224,0.4585638475368488,0.5414361524631512,0.973358253477568,0.02664174652243208,0.05918727211027586,0.940812727889724,0.5748908323231289,0.4251091676768711,0.48041276634749686,0.5195872336525031,0.4948241918899817,0.5051758081100183,0.35096423001137933,0.6490357699886207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000301,0.7309354543982673,0.2690645456017326,0.0060600599052107,0.9939399400947893,0.6207789683783251,0.37922103162167486,0.5295165679943182,0.47048343200568177,0.48436909512989,0.51563090487011,0.32478626161146845,0.6752137383885316,0.8626229518701991,0.13737704812980084,0.00698057291471649,0.9930194270852836,0.5818547248331394,0.41814527516686056,0.511687510152501,0.48831248984749903,0.5227646253270566,0.47723537467294336,0.40774743580489897,0.5922525641951009,0.9167924966277782,0.08320750337222182,0.006461515120582,0.993538484879418,0.6265466833435465,0.37345331665645354,0.5197548475642522,0.4802451524357478,0.5091721776623097,0.49082782233769034,0.43889218491420656,0.5611078150857934,0.7914637272420625,0.2085362727579375,0.00393577350938162,0.9960642264906184,0.5678310447419272,0.4321689552580728,0.4770221557585834,0.5229778442414166,0.497153222588075,0.5028467774119251,0.2885160280945032,0.7114839719054966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000302,0.9080299535111076,0.09197004648889226,0.09488031361801597,0.905119686381984,0.6399426755732898,0.36005732442671023,0.5349282739783461,0.465071726021654,0.4959586826602088,0.5040413173397915,0.428012641824431,0.571987358175569,0.9341439213342824,0.0658560786657177,0.03891921483261987,0.9610807851673802,0.5910771475417083,0.40892285245829174,0.5166928701218726,0.48330712987812746,0.5164472136889212,0.48355278631107906,0.4333606960547623,0.5666393039452378,0.9550032641685988,0.04499673583140108,0.0300076723200118,0.9699923276799882,0.6355119604397833,0.3644880395602167,0.5284635179505178,0.4715364820494822,0.5045878653851327,0.4954121346148676,0.466158958606828,0.533841041393172,0.9352670047319432,0.06473299526805686,0.03022002135460005,0.9697799786454,0.5871075191720931,0.4128924808279069,0.48036525145200903,0.519634748547991,0.5025520747237417,0.4974479252762585,0.3640477447935798,0.6359522552064202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams County,28001000303,0.5412297379213901,0.4587702620786099,0.00553693890649734,0.9944630610935028,0.6063306716254324,0.39366932837456753,0.5136369239394577,0.4863630760605423,0.479534749062801,0.520465250937199,0.3739316465936012,0.6260683534063988,0.76297945242078,0.23702054757922,0.00511435784408008,0.99488564215592,0.5596338315495452,0.4403661684504549,0.5044977997648616,0.4955022002351384,0.5123834917480035,0.48761650825199654,0.3990609589580751,0.6009390410419249,0.7412505843673152,0.25874941563268483,0.00421156969465479,0.9957884303053453,0.5957369981121535,0.4042630018878466,0.4967856123579123,0.5032143876420877,0.49927893049843153,0.5007210695015685,0.4173868599571374,0.5826131400428626,0.4389820410420739,0.561017958957926,0.00266849772182543,0.9973315022781746,0.5338434636542904,0.4661565363457096,0.4639799924134717,0.5360200075865283,0.4926898063665706,0.5073101936334293,0.31514335239711944,0.6848566476028806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
